Target Country,Target City,Theater of Operations,Total Weight (Tons),First Mission,Last Mission,Num Missions,location
FRANCE,BRYAS,ETO,58.0,8/17/1943,8/17/1943,2,"BRYAS, FRANCE"
FRANCE,BUCHY,ETO,90.0,1/14/1944,1/14/1944,3,"BUCHY, FRANCE"
FRANCE,BUCY LES PIERREPONT,ETO,119.0,8/27/1944,8/27/1944,5,"BUCY LES PIERREPONT, FRANCE"
FRANCE,BUISSON LE,ETO,447.0,7/12/1944,7/27/1944,7,"BUISSON LE, FRANCE"
FRANCE,BURGES,ETO,124.0,5/28/1944,5/28/1944,2,"BURGES, FRANCE"
FRANCE,BUSIGNY,ETO,430.0,4/30/1944,5/2/1944,8,"BUSIGNY, FRANCE"
FRANCE,CABOURG,ETO,2.0,9/11/1941,9/11/1941,1,"CABOURG, FRANCE"
FRANCE,CAEN,ETO,10706.0,1/21/1943,8/26/1943,210,"CAEN, FRANCE"
FRANCE,CALAIS,ETO,13272.0,1/16/1941,9/9/1940,305,"CALAIS, FRANCE"
FRANCE,CAMARET,ETO,54.0,8/14/1944,8/14/1944,3,"CAMARET, FRANCE"
FRANCE,CAMBES,ETO,57.0,7/6/1944,7/6/1944,3,"CAMBES, FRANCE"
FRANCE,CAMBRAI,ETO,2989.0,10/27/1940,8/11/1944,90,"CAMBRAI, FRANCE"
FRANCE,CAMBREMER,ETO,62.0,6/13/1944,6/13/1944,2,"CAMBREMER, FRANCE"
FRANCE,CAMIERS,ETO,192.0,6/2/1944,6/2/1944,3,"CAMIERS, FRANCE"
FRANCE,CAMPAGNE LES HESDIN,ETO,528.0,12/24/1943,6/2/1944,11,"CAMPAGNE LES HESDIN, FRANCE"
FRANCE,CANNES,ETO,481.0,11/11/1943,8/12/1944,12,"CANNES, FRANCE"
FRANCE,CAP ANTIBES,ETO,20.0,8/14/1944,8/14/1944,2,"CAP ANTIBES, FRANCE"
FRANCE,CAP D ALPRECH,ETO,375.0,9/8/1943,9/8/1943,5,"CAP D ALPRECH, FRANCE"
FRANCE,CAP GRIS NEZ,ETO,4183.0,10/1/1940,9/9/1940,74,"CAP GRIS NEZ, FRANCE"
FRANCE,CAP NEGRE,ETO,72.0,8/12/1944,8/12/1944,3,"CAP NEGRE, FRANCE"
FRANCE,CAPE CAMARAT,ETO,102.0,8/14/1944,8/14/1944,6,"CAPE CAMARAT, FRANCE"
FRANCE,CAPE CEPET,ETO,522.0,8/13/1944,8/20/1944,48,"CAPE CEPET, FRANCE"
FRANCE,CARBIC,ETO,18.0,8/9/1944,8/9/1944,2,"CARBIC, FRANCE"
FRANCE,CARENTAN,ETO,153.0,6/5/1944,6/6/1944,5,"CARENTAN, FRANCE"
FRANCE,CARNEVILLE,ETO,36.0,8/17/1944,8/17/1944,2,"CARNEVILLE, FRANCE"
FRANCE,CARNOULES,ETO,256.0,5/25/1944,5/25/1944,3,"CARNOULES, FRANCE"
FRANCE,CAUDEBEC EN CAUX,ETO,195.0,8/1/1944,8/10/1944,13,"CAUDEBEC EN CAUX, FRANCE"
FRANCE,CAUDEBEC LES ELBEUF,ETO,111.0,8/2/1944,8/2/1944,3,"CAUDEBEC LES ELBEUF, FRANCE"
FRANCE,CAUMONT,ETO,1341.0,7/30/1944,7/30/1944,49,"CAUMONT, FRANCE"
FRANCE,CAUVICOURT,ETO,2160.0,8/8/1944,8/8/1944,69,"CAUVICOURT, FRANCE"
FRANCE,CAVALAIRE,ETO,364.0,8/15/1944,8/15/1944,8,"CAVALAIRE, FRANCE"
FRANCE,CAYEUX,ETO,52.0,1/4/1944,1/4/1944,2,"CAYEUX, FRANCE"
FRANCE,CAZAUX,ETO,1173.0,3/27/1944,6/19/1944,24,"CAZAUX, FRANCE"
FRANCE,CERISY LA SALLE,ETO,100.0,6/10/1944,6/10/1944,4,"CERISY LA SALLE, FRANCE"
FRANCE,CEZEMBRE,ETO,1847.0,8/13/1944,8/31/1944,13,"CEZEMBRE, FRANCE"
FRANCE,CHALIGNY,ETO,285.0,9/12/1944,9/12/1944,5,"CHALIGNY, FRANCE"
FRANCE,CHALONS,ETO,768.0,4/27/1944,7/9/1944,8,"CHALONS, FRANCE"
FRANCE,CHAMBERY,ETO,180.0,5/26/1944,5/26/1944,2,"CHAMBERY, FRANCE"
FRANCE,CHAMBLY,ETO,621.0,4/20/1944,5/1/1944,4,"CHAMBLY, FRANCE"
FRANCE,CHAMBORIGAUD,ETO,70.0,8/19/1944,8/19/1944,2,"CHAMBORIGAUD, FRANCE"
FRANCE,CHAMPAGNE LES MESDI,ETO,82.0,6/21/1944,6/21/1944,4,"CHAMPAGNE LES MESDI, FRANCE"
FRANCE,CHAPELINE NOTRE DAME,ETO,487.0,7/20/1944,8/8/1944,12,"CHAPELINE NOTRE DAME, FRANCE"
FRANCE,CHAPERY,ETO,117.0,8/29/1942,8/29/1942,3,"CHAPERY, FRANCE"
FRANCE,CHARLEVILLE,ETO,116.0,5/7/1944,5/7/1944,2,"CHARLEVILLE, FRANCE"
FRANCE,CHARLY SUR MARNE,ETO,120.0,8/1/1944,8/1/1944,3,"CHARLY SUR MARNE, FRANCE"
FRANCE,CHARNY,ETO,75.0,7/17/1944,7/17/1944,3,"CHARNY, FRANCE"
FRANCE,CHARTRES,ETO,4046.0,1/12/1941,9/4/1940,107,"CHARTRES, FRANCE"
FRANCE,CHATEAU BERNAPE,ETO,724.0,6/27/1944,8/2/1944,9,"CHATEAU BERNAPE, FRANCE"
FRANCE,CHATEAU DE BOSMELLET,ETO,52.0,2/15/1944,2/15/1944,2,"CHATEAU DE BOSMELLET, FRANCE"
FRANCE,CHATEAU DU LOIR,ETO,128.0,8/1/1944,8/1/1944,2,"CHATEAU DU LOIR, FRANCE"
FRANCE,CHATEAU THIERRY,ETO,54.0,6/16/1944,6/16/1944,1,"CHATEAU THIERRY, FRANCE"
FRANCE,CHATEAUBRIANT,ETO,291.0,6/7/1944,6/8/1944,7,"CHATEAUBRIANT, FRANCE"
FRANCE,CHATEAUDUN,ETO,5203.0,1/5/1944,9/15/1943,138,"CHATEAUDUN, FRANCE"
FRANCE,CHATEAUROUX,ETO,623.0,2/5/1944,8/22/1940,13,"CHATEAUROUX, FRANCE"
FRANCE,CHATEL,ETO,23.0,8/13/1944,8/13/1944,1,"CHATEL, FRANCE"
FRANCE,CHATELLERAULT,ETO,465.0,6/15/1944,6/15/1944,2,"CHATELLERAULT, FRANCE"
FRANCE,CHAULNES,ETO,84.0,7/20/1944,7/20/1944,2,"CHAULNES, FRANCE"
FRANCE,CHAUMONT,ETO,819.0,5/11/1944,8/2/1944,29,"CHAUMONT, FRANCE"
FRANCE,CHAUNY,ETO,200.0,12/11/1940,8/9/1944,6,"CHAUNY, FRANCE"
FRANCE,CHEMSAY,ETO,14.0,7/6/1944,7/6/1944,2,"CHEMSAY, FRANCE"
FRANCE,CHERBOURG,ETO,1957.0,1/21/1943,9/8/1942,183,"CHERBOURG, FRANCE"
FRANCE,CHERISY,ETO,414.0,6/12/1944,8/13/1944,8,"CHERISY, FRANCE"
FRANCE,CHOCQUES,ETO,66.0,6/17/1941,9/22/1942,14,"CHOCQUES, FRANCE"
FRANCE,CINQ MARS LAPILE,ETO,550.0,6/15/1944,8/2/1944,10,"CINQ MARS LAPILE, FRANCE"
FRANCE,CITY TOT UNDER 6 TON,ETO,877.0,1/14/1945,8/3/1944,104,"CITY TOT UNDER 6 TON, FRANCE"
FRANCE,CLAMECY,ETO,87.0,7/17/1944,7/17/1944,3,"CLAMECY, FRANCE"
FRANCE,CLASTRES,ETO,789.0,6/14/1944,8/8/1944,24,"CLASTRES, FRANCE"
FRANCE,CLERES,ETO,112.0,1/8/1945,8/1/1944,6,"CLERES, FRANCE"
FRANCE,CLERMONT,ETO,1497.0,3/10/1944,4/30/1944,28,"CLERMONT, FRANCE"
FRANCE,CLOYES,ETO,362.0,6/14/1944,7/6/1944,6,"CLOYES, FRANCE"
FRANCE,COCOVE,ETO,567.0,1/14/1944,4/20/1944,16,"COCOVE, FRANCE"
FRANCE,COGNAC,ETO,2883.0,12/31/1943,9/16/1943,54,"COGNAC, FRANCE"
FRANCE,COLMAR,ETO,0.0,9/7/1940,9/7/1940,1,"COLMAR, FRANCE"
FRANCE,COLTAINVILLE,ETO,116.0,6/17/1944,6/17/1944,2,"COLTAINVILLE, FRANCE"
FRANCE,COMBOURG,ETO,48.0,7/6/1944,7/6/1944,2,"COMBOURG, FRANCE"
FRANCE,COMINES,ETO,42.0,3/24/1942,9/22/1942,8,"COMINES, FRANCE"
FRANCE,COMPIEGNE,ETO,489.0,8/26/1944,8/9/1944,12,"COMPIEGNE, FRANCE"
FRANCE,COMTANCES,ETO,321.0,6/6/1944,6/6/1944,21,"COMTANCES, FRANCE"
FRANCE,COMTESSE,ETO,96.0,7/9/1944,7/9/1944,3,"COMTESSE, FRANCE"
FRANCE,CONCHES,ETO,3835.0,12/25/1941,9/6/1943,135,"CONCHES, FRANCE"
FRANCE,CONDE,ETO,21.0,7/6/1944,7/6/1944,3,"CONDE, FRANCE"
FRANCE,CONDE SUR NOIREAU,ETO,1559.0,6/12/1944,6/7/1944,38,"CONDE SUR NOIREAU, FRANCE"
FRANCE,CONDE SUR VIRE,ETO,115.0,6/30/1944,6/30/1944,16,"CONDE SUR VIRE, FRANCE"
FRANCE,CONDRIEU DU NORDE,ETO,70.0,6/30/1944,6/30/1944,2,"CONDRIEU DU NORDE, FRANCE"
FRANCE,CONFLANS,ETO,480.0,5/29/1944,7/18/1944,8,"CONFLANS, FRANCE"
FRANCE,CONNANTRE,ETO,433.0,8/18/1944,8/18/1944,2,"CONNANTRE, FRANCE"
FRANCE,CONNERRE,ETO,118.0,8/5/1944,8/5/1944,2,"CONNERRE, FRANCE"
FRANCE,CONTEVILLE,ETO,177.0,4/20/1944,4/27/1944,6,"CONTEVILLE, FRANCE"
FRANCE,COQUEREAUX,ETO,971.0,7/25/1944,8/9/1944,12,"COQUEREAUX, FRANCE"
FRANCE,CORBEIL,ETO,114.0,8/13/1944,8/13/1944,2,"CORBEIL, FRANCE"
FRANCE,CORBIE,ETO,144.0,8/7/1944,8/7/1944,2,"CORBIE, FRANCE"
FRANCE,CORME ECLUSE,ETO,684.0,6/19/1944,6/19/1944,24,"CORME ECLUSE, FRANCE"
FRANCE,CORMEILLES,ETO,913.0,12/8/1940,7/22/1940,35,"CORMEILLES, FRANCE"
FRANCE,CORMETTE,ETO,714.0,1/14/1944,6/21/1944,21,"CORMETTE, FRANCE"
FRANCE,CORNETS,ETO,24.0,4/20/1944,4/20/1944,3,"CORNETS, FRANCE"
FRANCE,COUBRONNE,ETO,500.0,6/23/1944,6/23/1944,2,"COUBRONNE, FRANCE"
FRANCE,COUCHES LES MINES,ETO,303.0,6/10/1944,6/10/1944,18,"COUCHES LES MINES, FRANCE"
FRANCE,COULANGES,ETO,253.0,6/25/1944,8/10/1944,9,"COULANGES, FRANCE"
FRANCE,COULOMMIERS,ETO,405.0,6/14/1944,8/11/1944,12,"COULOMMIERS, FRANCE"
FRANCE,COULONVILLIERS,ETO,137.0,7/22/1944,8/9/1944,4,"COULONVILLIERS, FRANCE"
FRANCE,COURCELLES SUR NIED,ETO,380.0,6/4/1944,7/28/1944,8,"COURCELLES SUR NIED, FRANCE"
FRANCE,COURCELLES SUR SEIN,ETO,74.0,5/31/1944,5/31/1944,2,"COURCELLES SUR SEIN, FRANCE"
FRANCE,COURONNE,ETO,822.0,6/19/1944,8/5/1944,48,"COURONNE, FRANCE"
FRANCE,COURS SAINTS,ETO,84.0,6/6/1944,6/6/1944,2,"COURS SAINTS, FRANCE"
FRANCE,COURSELLES,ETO,426.0,4/10/1944,6/6/1944,12,"COURSELLES, FRANCE"
FRANCE,COURTALAIN,ETO,165.0,8/2/1944,8/6/1944,4,"COURTALAIN, FRANCE"
FRANCE,COURTOIN,ETO,22.0,8/8/1944,8/8/1944,1,"COURTOIN, FRANCE"
FRANCE,COUTANCES,ETO,683.0,6/14/1944,6/6/1944,9,"COUTANCES, FRANCE"
FRANCE,COUTANT,ETO,90.0,6/10/1944,6/10/1944,2,"COUTANT, FRANCE"
FRANCE,COUVRON,ETO,648.0,5/9/1944,5/9/1944,12,"COUVRON, FRANCE"
FRANCE,CRECY,ETO,18.0,2/13/1944,2/13/1944,3,"CRECY, FRANCE"
FRANCE,CREIL,ETO,4455.0,3/17/1944,8/14/1940,139,"CREIL, FRANCE"
FRANCE,CREPIEUL,ETO,843.0,6/22/1944,8/5/1944,33,"CREPIEUL, FRANCE"
FRANCE,CREPY,ETO,1059.0,6/19/1944,7/6/1944,54,"CREPY, FRANCE"
FRANCE,CREST,ETO,83.0,8/13/1944,8/13/1944,1,"CREST, FRANCE"
FRANCE,CRETON,ETO,36.0,8/2/1944,8/2/1944,3,"CRETON, FRANCE"
FRANCE,CRIQUETOT,ETO,23.0,8/13/1944,8/13/1944,1,"CRIQUETOT, FRANCE"
FRANCE,CRISBECQ,ETO,484.0,4/25/1944,6/10/1944,11,"CRISBECQ, FRANCE"
FRANCE,CROISETTE,ETO,664.0,1/14/1944,3/18/1944,14,"CROISETTE, FRANCE"
FRANCE,CROISILLES,ETO,96.0,8/5/1944,8/5/1944,2,"CROISILLES, FRANCE"
FRANCE,CROIXDALLE,ETO,376.0,7/6/1944,7/6/1944,1,"CROIXDALLE, FRANCE"
FRANCE,CULMONT CHALINDREY,ETO,724.0,7/12/1944,7/12/1944,3,"CULMONT CHALINDREY, FRANCE"
FRANCE,CULOZ,ETO,48.0,8/25/1944,8/25/1944,2,"CULOZ, FRANCE"
FRANCE,CUSTINES,ETO,262.0,9/10/1944,9/10/1944,6,"CUSTINES, FRANCE"
FRANCE,CUXHAVEN,ETO,1.0,11/13/1940,11/13/1940,1,"CUXHAVEN, FRANCE"
FRANCE,DAINVILLE,ETO,12.0,7/6/1944,7/6/1944,2,"DAINVILLE, FRANCE"
FRANCE,DAMMARTIN ENGOELE,ETO,78.0,8/18/1944,8/18/1944,3,"DAMMARTIN ENGOELE, FRANCE"
FRANCE,DANNES,ETO,710.0,2/5/1944,6/3/1944,20,"DANNES, FRANCE"
FRANCE,DDNZERE,ETO,70.0,8/15/1944,8/15/1944,1,"DDNZERE, FRANCE"
FRANCE,DE TOURNEHEIM,ETO,192.0,4/22/1944,4/22/1944,3,"DE TOURNEHEIM, FRANCE"
FRANCE,DEMOUVILLE,ETO,1479.0,7/18/1944,7/18/1944,24,"DEMOUVILLE, FRANCE"
FRANCE,DENAIN,ETO,746.0,5/20/1944,7/6/1944,22,"DENAIN, FRANCE"
FRANCE,DESVRES,ETO,51.0,2/5/1944,6/21/1941,4,"DESVRES, FRANCE"
FRANCE,DIEFFLEN,ETO,2.0,12/5/1944,12/5/1944,2,"DIEFFLEN, FRANCE"
FRANCE,DIEPPE,ETO,2362.0,1/14/1944,9/6/1943,73,"DIEPPE, FRANCE"
FRANCE,DIEUZE,ETO,306.0,11/9/1944,11/9/1944,6,"DIEUZE, FRANCE"
FRANCE,DIJON,ETO,3725.0,2/6/1944,8/14/1944,55,"DIJON, FRANCE"
FRANCE,DINAN,ETO,96.0,12/22/1940,9/28/1941,17,"DINAN, FRANCE"
FRANCE,DOLE,ETO,456.0,8/14/1944,8/14/1944,12,"DOLE, FRANCE"
FRANCE,DOMART EN PONTHIEU,ETO,302.0,12/16/1943,3/26/1944,7,"DOMART EN PONTHIEU, FRANCE"
FRANCE,DOMFRONT,ETO,561.0,6/13/1944,7/6/1944,14,"DOMFRONT, FRANCE"
FRANCE,DOMLEGER,ETO,3720.0,6/14/1944,7/4/1944,33,"DOMLEGER, FRANCE"
FRANCE,DONGES,ETO,1065.0,7/23/1944,7/24/1944,6,"DONGES, FRANCE"
FRANCE,DOUAI,ETO,1769.0,10/27/1940,8/11/1944,18,"DOUAI, FRANCE"
FRANCE,DOULLENS,ETO,1120.0,11/8/1940,8/7/1944,24,"DOULLENS, FRANCE"
FRANCE,DOVAL,ETO,36.0,6/22/1944,6/22/1944,1,"DOVAL, FRANCE"
FRANCE,DREAUX,ETO,421.0,6/10/1944,6/10/1944,1,"DREAUX, FRANCE"
FRANCE,DREUX,ETO,1374.0,10/14/1941,7/4/1944,43,"DREUX, FRANCE"
FRANCE,DRIONVILLE,ETO,534.0,12/24/1943,4/30/1944,11,"DRIONVILLE, FRANCE"
FRANCE,DROMMONT,ETO,72.0,8/12/1944,8/12/1944,3,"DROMMONT, FRANCE"
FRANCE,DUNKERQUE,ETO,2555.0,1/13/1941,9/8/1940,371,"DUNKERQUE, FRANCE"
FRANCE,DURTAL,ETO,144.0,8/5/1944,8/5/1944,2,"DURTAL, FRANCE"
FRANCE,ECALLES SUR BUCHY,ETO,390.0,2/28/1944,2/28/1944,6,"ECALLES SUR BUCHY, FRANCE"
FRANCE,ECLIMEUX,ETO,983.0,1/21/1944,5/1/1944,22,"ECLIMEUX, FRANCE"
FRANCE,ECOUCHE,ETO,124.0,7/28/1944,7/28/1944,4,"ECOUCHE, FRANCE"
FRANCE,ECQUES,ETO,561.0,6/19/1944,8/30/1944,30,"ECQUES, FRANCE"
FRANCE,EIKENHORST,ETO,189.0,9/17/1944,9/17/1944,3,"EIKENHORST, FRANCE"
FRANCE,ELBEUF,ETO,68.0,8/13/1944,8/13/1944,3,"ELBEUF, FRANCE"
FRANCE,EMBRUN,ETO,112.0,8/19/1944,8/19/1944,2,"EMBRUN, FRANCE"
FRANCE,EMBRY,ETO,322.0,1/14/1944,2/5/1944,10,"EMBRY, FRANCE"
FRANCE,ENGUINEGATTE,ETO,330.0,6/18/1944,7/6/1944,22,"ENGUINEGATTE, FRANCE"
FRANCE,EPERLECQUES,ETO,92.0,8/30/1943,8/30/1943,4,"EPERLECQUES, FRANCE"
FRANCE,EPERNON,ETO,502.0,6/12/1944,8/9/1944,12,"EPERNON, FRANCE"
FRANCE,EPINAL,ETO,257.0,5/11/1944,5/23/1944,6,"EPINAL, FRANCE"
FRANCE,EPONE MEZIERS,ETO,436.0,8/1/1944,8/9/1944,10,"EPONE MEZIERS, FRANCE"
FRANCE,EPREVILLE,ETO,342.0,6/2/1944,6/4/1944,9,"EPREVILLE, FRANCE"
FRANCE,EQUIHEN,ETO,1545.0,6/2/1944,6/4/1944,63,"EQUIHEN, FRANCE"
FRANCE,ERNY ST JULIEN,ETO,302.0,6/20/1944,6/21/1944,5,"ERNY ST JULIEN, FRANCE"
FRANCE,ESCALLES,ETO,150.0,2/13/1944,2/15/1944,6,"ESCALLES, FRANCE"
FRANCE,ESSEY,ETO,591.0,8/18/1944,8/18/1944,12,"ESSEY, FRANCE"
FRANCE,ESTERNAY,ETO,154.0,6/25/1944,8/14/1944,3,"ESTERNAY, FRANCE"
FRANCE,ET NEUVE,ETO,152.0,8/2/1944,8/9/1944,5,"ET NEUVE, FRANCE"
FRANCE,ETAMPES,ETO,2913.0,11/15/1940,8/3/1944,51,"ETAMPES, FRANCE"
FRANCE,ETAPLES,ETO,2378.0,10/25/1940,8/5/1944,50,"ETAPLES, FRANCE"
FRANCE,EU,ETO,33.0,7/17/1944,7/17/1944,1,"EU, FRANCE"
FRANCE,EURE RIVER,ETO,45.0,8/13/1944,8/13/1944,2,"EURE RIVER, FRANCE"
FRANCE,EVREUX,ETO,4598.0,1/12/1941,9/3/1943,135,"EVREUX, FRANCE"
FRANCE,EVRON,ETO,16.0,8/2/1944,8/2/1944,2,"EVRON, FRANCE"
FRANCE,FALAISE,ETO,2218.0,6/10/1944,8/12/1944,57,"FALAISE, FRANCE"
FRANCE,FASSEY,ETO,63.0,8/8/1944,8/8/1944,3,"FASSEY, FRANCE"
FRANCE,FEBVIN PALFART,ETO,207.0,3/26/1944,3/26/1944,3,"FEBVIN PALFART, FRANCE"
FRANCE,FECAMP,ETO,1833.0,11/13/1940,9/30/1941,82,"FECAMP, FRANCE"
FRANCE,FERFAY,ETO,434.0,7/24/1944,8/28/1944,10,"FERFAY, FRANCE"
FRANCE,FERME D UREILIE,ETO,1055.0,6/1/1944,6/3/1944,5,"FERME D UREILIE, FRANCE"
FRANCE,FERME DU FORESTEL,ETO,510.0,7/12/1944,8/28/1944,9,"FERME DU FORESTEL, FRANCE"
FRANCE,FERME DU GRAND BOIS,ETO,229.0,7/20/1944,8/28/1944,4,"FERME DU GRAND BOIS, FRANCE"
FRANCE,FIEFS,ETO,1362.0,6/19/1944,8/5/1944,57,"FIEFS, FRANCE"
FRANCE,FIENVILLERS,ETO,409.0,6/19/1944,6/23/1944,28,"FIENVILLERS, FRANCE"
FRANCE,FILERS,ETO,427.0,6/9/1944,6/9/1944,1,"FILERS, FRANCE"
FRANCE,FISMES,ETO,349.0,6/28/1944,8/16/1944,11,"FISMES, FRANCE"
FRANCE,FLERS,ETO,2711.0,6/14/1944,8/5/1944,59,"FLERS, FRANCE"
FRANCE,FLEURY,ETO,1200.0,6/19/1944,8/5/1944,54,"FLEURY, FRANCE"
FRANCE,FLEURY LA MONTAGNE,ETO,501.0,5/22/1944,6/4/1944,21,"FLEURY LA MONTAGNE, FRANCE"
FRANCE,FLIXECOURT,ETO,149.0,1/21/1944,4/20/1944,5,"FLIXECOURT, FRANCE"
FRANCE,FLOTTEMANVILLE,ETO,471.0,4/20/1944,4/20/1944,12,"FLOTTEMANVILLE, FRANCE"
FRANCE,FLOTTEMANVILLE HAGUE,ETO,420.0,4/27/1944,4/27/1944,6,"FLOTTEMANVILLE HAGUE, FRANCE"
FRANCE,FOET DU HELLE,ETO,8.0,3/1/1944,3/6/1944,4,"FOET DU HELLE, FRANCE"
FRANCE,FOLLEVILLE,ETO,0.0,7/16/1941,7/16/1941,1,"FOLLEVILLE, FRANCE"
FRANCE,FOLLIGNY,ETO,134.0,6/7/1944,6/7/1944,2,"FOLLIGNY, FRANCE"
FRANCE,FONTAINE BELLENGER,ETO,23.0,8/13/1944,8/13/1944,1,"FONTAINE BELLENGER, FRANCE"
FRANCE,FONTAINE LE PIN,ETO,78.0,7/7/1944,7/7/1944,2,"FONTAINE LE PIN, FRANCE"
FRANCE,FONTAN,ETO,44.0,8/4/1944,8/4/1944,2,"FONTAN, FRANCE"
FRANCE,FOR NATION DE TOUR,ETO,180.0,3/2/1944,4/19/1944,6,"FOR NATION DE TOUR, FRANCE"
FRANCE,FORET D ANDAINE,ETO,1783.0,6/13/1944,8/6/1944,65,"FORET D ANDAINE, FRANCE"
FRANCE,FORET D AROUES,ETO,144.0,8/31/1944,8/31/1944,6,"FORET D AROUES, FRANCE"
FRANCE,FORET D ECOUVES,ETO,1251.0,6/15/1944,8/8/1944,34,"FORET D ECOUVES, FRANCE"
FRANCE,FORET D ENGLOS,ETO,751.0,8/9/1944,8/9/1944,2,"FORET D ENGLOS, FRANCE"
FRANCE,FORET D EPERLECQUES,ETO,78.0,7/23/1941,8/30/1943,5,"FORET D EPERLECQUES, FRANCE"
FRANCE,FORET D HALOUSE,ETO,76.0,8/14/1944,8/14/1944,4,"FORET D HALOUSE, FRANCE"
FRANCE,FORET DE BIARDS,ETO,184.0,6/10/1944,6/10/1944,4,"FORET DE BIARDS, FRANCE"
FRANCE,FORET DE CATTENOM,ETO,134.0,9/11/1944,9/11/1944,2,"FORET DE CATTENOM, FRANCE"
FRANCE,FORET DE CCNCHES,ETO,256.0,6/22/1944,6/30/1944,6,"FORET DE CCNCHES, FRANCE"
FRANCE,FORET DE CHANTILLY,ETO,949.0,8/15/1944,8/8/1944,5,"FORET DE CHANTILLY, FRANCE"
FRANCE,FORET DE CHATELLERAU,ETO,970.0,8/9/1944,8/9/1944,3,"FORET DE CHATELLERAU, FRANCE"
FRANCE,FORET DE CINGLAIS,ETO,273.0,7/12/1944,7/12/1944,12,"FORET DE CINGLAIS, FRANCE"
FRANCE,FORET DE CONCHES,ETO,1083.0,6/24/1944,7/6/1944,27,"FORET DE CONCHES, FRANCE"
FRANCE,FORET DE CRECY,ETO,142.0,6/7/1944,6/7/1944,4,"FORET DE CRECY, FRANCE"
FRANCE,FORET DE DREUX,ETO,40.0,7/5/1944,7/5/1944,2,"FORET DE DREUX, FRANCE"
FRANCE,FORET DE GRIMOBQ,ETO,16.0,6/8/1944,6/8/1944,4,"FORET DE GRIMOBQ, FRANCE"
FRANCE,FORET DE HAYE,ETO,1003.0,9/10/1944,9/12/1944,29,"FORET DE HAYE, FRANCE"
FRANCE,FORET DE L ISLE,ETO,24.0,8/18/1944,8/18/1944,2,"FORET DE L ISLE, FRANCE"
FRANCE,FORET DE L ISLE ADA,ETO,144.0,8/18/1944,8/18/1944,3,"FORET DE L ISLE ADA, FRANCE"
FRANCE,FORET DE L ISLE ADAM,ETO,770.0,8/12/1944,8/12/1944,3,"FORET DE L ISLE ADAM, FRANCE"
FRANCE,FORET DE LA GUERCHE,ETO,586.0,7/16/1944,7/31/1944,19,"FORET DE LA GUERCHE, FRANCE"
FRANCE,FORET DE LA LONDE,ETO,236.0,8/20/1944,8/20/1944,4,"FORET DE LA LONDE, FRANCE"
FRANCE,FORET DE LUCHEUX,ETO,515.0,8/8/1944,8/8/1944,2,"FORET DE LUCHEUX, FRANCE"
FRANCE,FORET DE MONTRICHARD,ETO,406.0,8/12/1944,8/12/1944,2,"FORET DE MONTRICHARD, FRANCE"
FRANCE,FORET DE MORMAL,ETO,873.0,8/9/1944,9/2/1943,4,"FORET DE MORMAL, FRANCE"
FRANCE,FORET DE NIEPPE,ETO,3401.0,7/28/1944,8/5/1944,15,"FORET DE NIEPPE, FRANCE"
FRANCE,FORET DE PARROY,ETO,64.0,9/28/1944,9/28/1944,7,"FORET DE PARROY, FRANCE"
FRANCE,FORET DE PERSEIGNE,ETO,147.0,8/6/1944,8/6/1944,3,"FORET DE PERSEIGNE, FRANCE"
FRANCE,FORET DE RAISMES,ETO,77.0,9/3/1943,9/3/1943,2,"FORET DE RAISMES, FRANCE"
FRANCE,FORET DE ROUMARE,ETO,266.0,8/11/1944,8/16/1944,13,"FORET DE ROUMARE, FRANCE"
FRANCE,FORET DE SAMOUSSY,ETO,72.0,8/27/1944,8/27/1944,3,"FORET DE SAMOUSSY, FRANCE"
FRANCE,FORET DE SENOCHES,ETO,1020.0,6/17/1944,7/28/1944,24,"FORET DE SENOCHES, FRANCE"
FRANCE,FORET DE SILLE,ETO,76.0,8/5/1944,8/5/1944,4,"FORET DE SILLE, FRANCE"
FRANCE,FORET DE ST SAENS,ETO,171.0,7/8/1944,8/2/1944,9,"FORET DE ST SAENS, FRANCE"
FRANCE,FORET DEANY,ETO,439.0,6/27/1944,6/27/1944,1,"FORET DEANY, FRANCE"
FRANCE,FORET DU CORBEAU,ETO,141.0,8/25/1944,8/25/1944,3,"FORET DU CORBEAU, FRANCE"
FRANCE,FORET DU CROC,ETO,1007.0,7/20/1944,8/9/1944,11,"FORET DU CROC, FRANCE"
FRANCE,FORETDENIEPPE HAZEBR,ETO,1179.0,8/2/1944,8/9/1944,8,"FORETDENIEPPE HAZEBR, FRANCE"
FRANCE,FORGES,ETO,60.0,7/31/1944,7/31/1944,4,"FORGES, FRANCE"
FRANCE,FORT MARDICK,ETO,528.0,4/27/1944,9/2/1943,12,"FORT MARDICK, FRANCE"
FRANCE,FORT PHILIPPE,ETO,152.0,4/20/1944,8/8/1943,7,"FORT PHILIPPE, FRANCE"
FRANCE,FORTMONT DE COUPLE,ETO,671.0,5/19/1944,5/31/1944,4,"FORTMONT DE COUPLE, FRANCE"
FRANCE,FOUGERES,ETO,477.0,6/6/1944,6/8/1944,4,"FOUGERES, FRANCE"
FRANCE,FOUILLARD,ETO,416.0,6/15/1944,6/15/1944,1,"FOUILLARD, FRANCE"
FRANCE,FOULBEC,ETO,112.0,8/17/1944,8/17/1944,2,"FOULBEC, FRANCE"
