Target Country,Target City,Theater of Operations,Total Weight (Tons),First Mission,Last Mission,Num Missions,location
GERMANY,RENCHEN,ETO,148.0,3/13/1945,3/13/1945,2,"RENCHEN, GERMANY"
GERMANY,RENDSBURG,ETO,271.0,10/13/1942,9/29/1941,55,"RENDSBURG, GERMANY"
GERMANY,RENNEROD,ETO,64.0,3/16/1945,3/16/1945,2,"RENNEROD, GERMANY"
GERMANY,RESITZ,ETO,99.0,10/7/1944,10/7/1944,3,"RESITZ, GERMANY"
GERMANY,REULAND,ETO,81.0,1/8/1945,1/8/1945,3,"REULAND, GERMANY"
GERMANY,REUTLINGEN,ETO,669.0,1/15/1945,7/12/1944,36,"REUTLINGEN, GERMANY"
GERMANY,RHEDA,ETO,52.0,2/22/1945,2/22/1945,2,"RHEDA, GERMANY"
GERMANY,RHEINBACH,ETO,1442.0,1/29/1945,3/3/1945,62,"RHEINBACH, GERMANY"
GERMANY,RHEINBROHL,ETO,3.0,4/19/1944,4/19/1944,3,"RHEINBROHL, GERMANY"
GERMANY,RHEINDAHLEN,ETO,225.0,2/24/1945,2/25/1945,9,"RHEINDAHLEN, GERMANY"
GERMANY,RHEINE,ETO,5010.0,1/1/1945,9/7/1941,245,"RHEINE, GERMANY"
GERMANY,RHEINFELDEN,ETO,36.0,8/18/1940,8/18/1940,4,"RHEINFELDEN, GERMANY"
GERMANY,RHEINHAUSEN,ETO,18.0,1/13/1944,2/15/1943,9,"RHEINHAUSEN, GERMANY"
GERMANY,RHEINHAUSEN NR DUISB,ETO,19.0,1/21/1944,4/9/1944,6,"RHEINHAUSEN NR DUISB, GERMANY"
GERMANY,RHEYDT,ETO,2319.0,1/3/1945,8/6/1940,55,"RHEYDT, GERMANY"
GERMANY,RIBNITZ,ETO,66.0,1/17/1943,9/29/1941,9,"RIBNITZ, GERMANY"
GERMANY,RIESA,ETO,2.0,11/20/1940,8/24/1944,2,"RIESA, GERMANY"
GERMANY,RINNTHAL,ETO,208.0,1/14/1945,1/9/1945,10,"RINNTHAL, GERMANY"
GERMANY,RODDER,ETO,69.0,2/3/1945,2/3/1945,6,"RODDER, GERMANY"
GERMANY,RODT,ETO,66.0,1/14/1945,1/14/1945,2,"RODT, GERMANY"
GERMANY,ROHRBACH,ETO,15.0,2/14/1945,2/14/1945,3,"ROHRBACH, GERMANY"
GERMANY,ROMMERSKIRCHEN,ETO,117.0,3/1/1945,3/1/1945,5,"ROMMERSKIRCHEN, GERMANY"
GERMANY,ROSBACH,ETO,122.0,2/2/1945,2/2/1945,4,"ROSBACH, GERMANY"
GERMANY,ROSENHEIM,ETO,1761.0,1/20/1945,4/21/1945,54,"ROSENHEIM, GERMANY"
GERMANY,ROSITZ,ETO,1599.0,2/14/1945,8/16/1944,31,"ROSITZ, GERMANY"
GERMANY,ROSSLA,ETO,135.0,10/7/1944,9/11/1944,6,"ROSSLA, GERMANY"
GERMANY,ROSTOCK,ETO,6576.0,1/16/1943,9/7/1941,199,"ROSTOCK, GERMANY"
GERMANY,ROTENBURG,ETO,1291.0,1/21/1942,9/11/1944,33,"ROTENBURG, GERMANY"
GERMANY,ROTH,ETO,639.0,4/8/1945,4/8/1945,21,"ROTH, GERMANY"
GERMANY,ROTTWEIL,ETO,21.0,2/25/1945,3/1/1945,6,"ROTTWEIL, GERMANY"
GERMANY,RUDESHEIM,ETO,305.0,1/13/1945,11/1/1944,16,"RUDESHEIM, GERMANY"
GERMANY,RUDOLSTADT,ETO,882.0,11/30/1944,7/20/1944,21,"RUDOLSTADT, GERMANY"
GERMANY,RUHLAND,ETO,5743.0,1/16/1945,9/12/1944,165,"RUHLAND, GERMANY"
GERMANY,RUHR,ETO,638.0,1/22/1941,9/6/1941,127,"RUHR, GERMANY"
GERMANY,RUMMELSBURG,ETO,6.0,10/7/1940,9/7/1941,5,"RUMMELSBURG, GERMANY"
GERMANY,RUSSELHEIM,ETO,2.0,8/22/1941,8/22/1941,2,"RUSSELHEIM, GERMANY"
GERMANY,RUSSELSHEIM,ETO,3718.0,7/20/1944,8/25/1944,57,"RUSSELSHEIM, GERMANY"
GERMANY,RUTHEN,ETO,308.0,1/17/1945,12/15/1944,16,"RUTHEN, GERMANY"
GERMANY,RUWER,ETO,219.0,12/24/1944,12/24/1944,12,"RUWER, GERMANY"
GERMANY,SAALFELD,ETO,1159.0,11/30/1944,5/28/1944,31,"SAALFELD, GERMANY"
GERMANY,SAARBRUCKEN,ETO,11950.0,1/13/1945,9/2/1942,294,"SAARBRUCKEN, GERMANY"
GERMANY,SAARLAUTERN,ETO,1029.0,10/13/1944,12/1/1944,17,"SAARLAUTERN, GERMANY"
GERMANY,SAARWELLINGEN,ETO,117.0,12/9/1944,12/9/1944,9,"SAARWELLINGEN, GERMANY"
GERMANY,SAIG,ETO,24.0,2/22/1945,2/22/1945,2,"SAIG, GERMANY"
GERMANY,SALMROHR,ETO,36.0,2/22/1945,2/22/1945,3,"SALMROHR, GERMANY"
GERMANY,SALZBERGEN,ETO,1300.0,10/15/1940,9/13/1944,31,"SALZBERGEN, GERMANY"
GERMANY,SALZGITTER,ETO,162.0,1/11/1944,1/11/1944,2,"SALZGITTER, GERMANY"
GERMANY,SALZUFLEN,ETO,18.0,11/26/1944,7/7/1944,6,"SALZUFLEN, GERMANY"
GERMANY,SALZWEDEL,ETO,286.0,2/22/1945,8/12/1941,22,"SALZWEDEL, GERMANY"
GERMANY,SANDERSHAUSEN,ETO,18.0,7/29/1944,7/29/1944,6,"SANDERSHAUSEN, GERMANY"
GERMANY,SANDERSLEBEN,ETO,132.0,4/11/1945,4/8/1945,8,"SANDERSLEBEN, GERMANY"
GERMANY,SANGERHAUSEN,ETO,43.0,2/22/1945,9/28/1944,8,"SANGERHAUSEN, GERMANY"
GERMANY,SASSNITZ,ETO,755.0,3/6/1945,3/6/1945,3,"SASSNITZ, GERMANY"
GERMANY,SCHAFSTADT,ETO,453.0,4/8/1945,4/8/1945,20,"SCHAFSTADT, GERMANY"
GERMANY,SCHEID,ETO,660.0,9/12/1944,9/12/1944,12,"SCHEID, GERMANY"
GERMANY,SCHENSBECK,ETO,204.0,3/2/1945,3/2/1945,3,"SCHENSBECK, GERMANY"
GERMANY,SCHERMBECK,ETO,342.0,3/22/1945,3/23/1945,26,"SCHERMBECK, GERMANY"
GERMANY,SCHEVEN,ETO,36.0,6/14/1944,6/14/1944,2,"SCHEVEN, GERMANY"
GERMANY,SCHKEUDITZ,ETO,677.0,3/18/1941,8/16/1944,31,"SCHKEUDITZ, GERMANY"
GERMANY,SCHLADERN,ETO,20.0,5/22/1944,5/22/1944,2,"SCHLADERN, GERMANY"
GERMANY,SCHLAUERSBACH,ETO,799.0,4/2/1945,4/8/1945,46,"SCHLAUERSBACH, GERMANY"
GERMANY,SCHLEIDEN,ETO,490.0,1/1/1945,12/29/1944,27,"SCHLEIDEN, GERMANY"
GERMANY,SCHLEISSHEIM,ETO,189.0,4/18/1945,4/24/1945,7,"SCHLEISSHEIM, GERMANY"
GERMANY,SCHLEIZ,ETO,102.0,4/8/1945,9/11/1944,6,"SCHLEIZ, GERMANY"
GERMANY,SCHLESWIG,ETO,81.0,10/2/1940,9/29/1941,46,"SCHLESWIG, GERMANY"
GERMANY,SCHLICHT,ETO,174.0,11/19/1944,11/19/1944,3,"SCHLICHT, GERMANY"
GERMANY,SCHLUTUP,ETO,44.0,8/4/1944,8/4/1944,2,"SCHLUTUP, GERMANY"
GERMANY,SCHMALKALDEN,ETO,673.0,2/6/1945,7/20/1944,18,"SCHMALKALDEN, GERMANY"
GERMANY,SCHMOLEN,ETO,45.0,11/30/1944,11/30/1944,3,"SCHMOLEN, GERMANY"
GERMANY,SCHNEEBERG,ETO,189.0,10/7/1944,10/7/1944,6,"SCHNEEBERG, GERMANY"
GERMANY,SCHNEIDEMUHL,ETO,81.0,5/29/1944,5/29/1944,3,"SCHNEIDEMUHL, GERMANY"
GERMANY,SCHONEBECK,ETO,1.0,10/15/1940,10/15/1940,1,"SCHONEBECK, GERMANY"
GERMANY,SCHONEBERG,ETO,145.0,1/10/1945,1/10/1945,12,"SCHONEBERG, GERMANY"
GERMANY,SCHONECKEN,ETO,225.0,12/24/1944,12/24/1944,13,"SCHONECKEN, GERMANY"
GERMANY,SCHORNDORF,ETO,88.0,12/9/1944,8/11/1944,6,"SCHORNDORF, GERMANY"
GERMANY,SCHWABISCH,ETO,2016.0,2/23/1945,9/13/1944,45,"SCHWABISCH, GERMANY"
GERMANY,SCHWABMUNCHEN,ETO,525.0,3/4/1945,3/4/1945,27,"SCHWABMUNCHEN, GERMANY"
GERMANY,SCHWAMMENAUEL,ETO,14.0,12/5/1944,12/5/1944,2,"SCHWAMMENAUEL, GERMANY"
GERMANY,SCHWANDORF,ETO,684.0,4/16/1945,4/16/1945,5,"SCHWANDORF, GERMANY"
GERMANY,SCHWEICH,ETO,70.0,1/8/1945,9/12/1940,3,"SCHWEICH, GERMANY"
GERMANY,SCHWEINFURT,ETO,10797.0,10/12/1944,8/17/1943,238,"SCHWEINFURT, GERMANY"
GERMANY,SCHWELM,ETO,772.0,2/13/1945,3/3/1945,31,"SCHWELM, GERMANY"
GERMANY,SCHWENNINGEN,ETO,64.0,2/22/1945,2/22/1945,3,"SCHWENNINGEN, GERMANY"
GERMANY,SCHWERIN,ETO,1641.0,1/20/1944,9/20/1941,44,"SCHWERIN, GERMANY"
GERMANY,SCHWERTE,ETO,776.0,10/13/1940,9/3/1940,49,"SCHWERTE, GERMANY"
GERMANY,SCHWETZINGEN,ETO,9.0,5/27/1944,5/27/1944,3,"SCHWETZINGEN, GERMANY"
GERMANY,SEA SWEEP,ETO,0.0,12/16/1939,12/24/1939,3,"SEA SWEEP, GERMANY"
GERMANY,SECHTEM,ETO,93.0,3/4/1945,3/4/1945,3,"SECHTEM, GERMANY"
GERMANY,SEDDIN,ETO,162.0,4/20/1945,4/20/1945,6,"SEDDIN, GERMANY"
GERMANY,SEELZE,ETO,899.0,3/10/1945,3/7/1945,26,"SEELZE, GERMANY"
GERMANY,SHILLIG ROADS NEAR WILHELMSHAVEN,ETO,0.0,12/14/1939,12/14/1939,1,"SHILLIG ROADS NEAR WILHELMSHAVEN, GERMANY"
GERMANY,SIEGBURG,ETO,674.0,10/13/1941,3/8/1945,27,"SIEGBURG, GERMANY"
GERMANY,SIEGEN,ETO,4790.0,1/29/1945,3/8/1945,93,"SIEGEN, GERMANY"
GERMANY,SIERSHAHN,ETO,250.0,3/11/1945,3/11/1945,4,"SIERSHAHN, GERMANY"
GERMANY,SIMMERN,ETO,1571.0,1/11/1945,7/21/1944,84,"SIMMERN, GERMANY"
GERMANY,SINDELFINGEN,ETO,2494.0,7/19/1944,9/13/1944,82,"SINDELFINGEN, GERMANY"
GERMANY,SINGEN,ETO,61.0,12/24/1944,2/22/1945,3,"SINGEN, GERMANY"
GERMANY,SINNERSDORF,ETO,112.0,3/2/1945,3/2/1945,2,"SINNERSDORF, GERMANY"
GERMANY,SINSEN,ETO,185.0,3/10/1945,3/10/1945,7,"SINSEN, GERMANY"
GERMANY,SINZIG,ETO,1566.0,1/14/1945,3/2/1945,85,"SINZIG, GERMANY"
GERMANY,SITTARD VENLO,ETO,6.0,8/31/1941,8/31/1941,1,"SITTARD VENLO, GERMANY"
GERMANY,SOBERNHEIM,ETO,96.0,1/5/1945,1/5/1945,10,"SOBERNHEIM, GERMANY"
GERMANY,SOEST,ETO,3353.0,1/29/1945,9/5/1940,102,"SOEST, GERMANY"
GERMANY,SOLINGEN,ETO,4724.0,1/1/1945,8/28/1944,120,"SOLINGEN, GERMANY"
GERMANY,SOLTAU,ETO,13.0,12/17/1942,12/17/1942,1,"SOLTAU, GERMANY"
GERMANY,SONDERSHAUSEN,ETO,273.0,4/8/1945,4/8/1945,9,"SONDERSHAUSEN, GERMANY"
GERMANY,SONNEBERG,ETO,58.0,2/14/1945,2/14/1945,2,"SONNEBERG, GERMANY"
GERMANY,SORAU,ETO,996.0,4/11/1944,5/29/1944,21,"SORAU, GERMANY"
GERMANY,SOTENICH,ETO,141.0,2/6/1945,2/6/1945,6,"SOTENICH, GERMANY"
GERMANY,SPANDAU,ETO,144.0,3/6/1944,9/6/1940,5,"SPANDAU, GERMANY"
GERMANY,SPEICHER,ETO,384.0,1/8/1945,8/9/1944,12,"SPEICHER, GERMANY"
GERMANY,SPEYER,ETO,647.0,1/14/1945,9/2/1940,35,"SPEYER, GERMANY"
GERMANY,SPEYERDORF,ETO,129.0,5/27/1944,5/27/1944,3,"SPEYERDORF, GERMANY"
GERMANY,SPICH,ETO,0.0,8/30/1940,8/30/1940,1,"SPICH, GERMANY"
GERMANY,SPILKIROOG,ETO,21.0,1/14/1942,8/8/1940,13,"SPILKIROOG, GERMANY"
GERMANY,SPIRKELBACH,ETO,99.0,3/10/1945,3/10/1945,3,"SPIRKELBACH, GERMANY"
GERMANY,SPITTAL,ETO,3.0,12/7/1944,12/7/1944,1,"SPITTAL, GERMANY"
GERMANY,ST GOAR,ETO,16.0,1/10/1945,12/25/1940,7,"ST GOAR, GERMANY"
GERMANY,ST INGBERT,ETO,6.0,3/2/1945,3/2/1945,3,"ST INGBERT, GERMANY"
GERMANY,ST JOHANN,ETO,2.0,2/22/1945,2/22/1945,1,"ST JOHANN, GERMANY"
GERMANY,ST PETER,ETO,19.0,5/24/1944,9/12/1944,8,"ST PETER, GERMANY"
GERMANY,ST WENDEL,ETO,169.0,12/24/1944,9/12/1944,11,"ST WENDEL, GERMANY"
GERMANY,STADE,ETO,928.0,1/2/1945,9/7/1941,67,"STADE, GERMANY"
GERMANY,STADTFELD,ETO,9.0,9/28/1944,9/28/1944,3,"STADTFELD, GERMANY"
GERMANY,STADTKYLL,ETO,1087.0,1/1/1945,2/2/1945,60,"STADTKYLL, GERMANY"
GERMANY,STADTLOHN,ETO,1038.0,3/13/1945,3/24/1945,27,"STADTLOHN, GERMANY"
GERMANY,STAMMHEIM,ETO,186.0,12/10/1944,12/5/1944,9,"STAMMHEIM, GERMANY"
GERMANY,STARGARD,ETO,1489.0,10/26/1940,10/6/1944,53,"STARGARD, GERMANY"
GERMANY,STEDORF,ETO,105.0,3/29/1944,3/3/1945,6,"STEDORF, GERMANY"
GERMANY,STEINAU,ETO,52.0,2/23/1945,2/23/1945,3,"STEINAU, GERMANY"
GERMANY,STEINBACH,ETO,21.0,2/6/1945,4/9/1944,6,"STEINBACH, GERMANY"
GERMANY,STEINBRUCK,ETO,238.0,1/13/1945,1/14/1945,18,"STEINBRUCK, GERMANY"
GERMANY,STEINEGG,ETO,12.0,2/21/1945,2/21/1945,2,"STEINEGG, GERMANY"
GERMANY,STEINFELD,ETO,18.0,3/15/1945,3/18/1945,6,"STEINFELD, GERMANY"
GERMANY,STENDAL,ETO,1624.0,1/1/1944,9/28/1940,69,"STENDAL, GERMANY"
GERMANY,STERKRADE,ETO,8003.0,1/18/1945,9/30/1944,157,"STERKRADE, GERMANY"
GERMANY,STETTIN,ETO,6823.0,1/5/1944,9/5/1940,136,"STETTIN, GERMANY"
GERMANY,STOCKACH,ETO,36.0,4/15/1945,4/15/1945,3,"STOCKACH, GERMANY"
GERMANY,STOLBERG,ETO,3.0,6/21/1944,6/21/1944,1,"STOLBERG, GERMANY"
GERMANY,STOLZENAU,ETO,31.0,11/21/1944,12/17/1942,2,"STOLZENAU, GERMANY"
GERMANY,STOMMELN,ETO,21.0,3/1/1945,3/1/1945,6,"STOMMELN, GERMANY"
GERMANY,STONTZSCH,ETO,36.0,4/11/1945,4/11/1945,3,"STONTZSCH, GERMANY"
GERMANY,STORMEDE,ETO,660.0,3/24/1945,3/24/1945,36,"STORMEDE, GERMANY"
GERMANY,STRALSUND,ETO,1477.0,10/29/1940,9/20/1941,60,"STRALSUND, GERMANY"
GERMANY,STRAUBING,ETO,1500.0,2/5/1945,4/20/1945,30,"STRAUBING, GERMANY"
GERMANY,STRAUSBERG,ETO,293.0,11/7/1941,9/6/1943,14,"STRAUSBERG, GERMANY"
GERMANY,STUTTGART,ETO,31034.0,1/20/1945,9/6/1943,468,"STUTTGART, GERMANY"
GERMANY,SUDLOHN,ETO,392.0,3/22/1945,3/23/1945,17,"SUDLOHN, GERMANY"
GERMANY,SUHL,ETO,27.0,3/19/1945,9/11/1944,9,"SUHL, GERMANY"
GERMANY,SULTEN,ETO,33.0,4/18/1944,4/18/1944,3,"SULTEN, GERMANY"
GERMANY,SULZBACH,ETO,3.0,4/13/1944,4/13/1944,3,"SULZBACH, GERMANY"
GERMANY,SWINEMUNDE,ETO,3176.0,1/16/1943,8/16/1944,67,"SWINEMUNDE, GERMANY"
GERMANY,SYLT ISLAND,ETO,198.0,1/16/1943,9/29/1941,100,"SYLT ISLAND, GERMANY"
GERMANY,SYTHEN,ETO,1198.0,3/11/1945,3/20/1945,44,"SYTHEN, GERMANY"
GERMANY,TABEN,ETO,136.0,12/25/1944,12/25/1944,2,"TABEN, GERMANY"
GERMANY,TAUBERBISCHOFSHEIN,ETO,90.0,7/21/1944,7/21/1944,6,"TAUBERBISCHOFSHEIN, GERMANY"
GERMANY,TEMPLIN,ETO,87.0,3/6/1944,3/6/1944,2,"TEMPLIN, GERMANY"
GERMANY,TEUPLITZ,ETO,150.0,4/11/1944,4/11/1944,3,"TEUPLITZ, GERMANY"
GERMANY,THALEISCHWEILER,ETO,246.0,1/14/1945,1/2/1945,8,"THALEISCHWEILER, GERMANY"
GERMANY,THOLEY,ETO,186.0,12/9/1944,12/9/1944,6,"THOLEY, GERMANY"
GERMANY,TONNING,ETO,17.0,10/15/1940,9/8/1942,18,"TONNING, GERMANY"
GERMANY,TORGAU,ETO,3.0,10/12/1940,9/22/1940,4,"TORGAU, GERMANY"
GERMANY,TRABEN,ETO,18.0,2/19/1945,2/19/1945,3,"TRABEN, GERMANY"
GERMANY,TRAUNSTEIN,ETO,621.0,1/20/1945,4/25/1945,23,"TRAUNSTEIN, GERMANY"
GERMANY,TRAVEMUNDE,ETO,156.0,4/23/1945,9/19/1941,11,"TRAVEMUNDE, GERMANY"
GERMANY,TREBBIN,ETO,100.0,6/21/1944,6/21/1944,4,"TREBBIN, GERMANY"
GERMANY,TREIS,ETO,128.0,3/1/1945,3/1/1945,4,"TREIS, GERMANY"
GERMANY,TREUCHTLINGEN,ETO,385.0,11/13/1943,4/11/1945,8,"TREUCHTLINGEN, GERMANY"
GERMANY,TREUENBRITZEN,ETO,203.0,4/20/1945,4/20/1945,6,"TREUENBRITZEN, GERMANY"
GERMANY,TREYSA,ETO,24.0,3/24/1945,3/24/1945,2,"TREYSA, GERMANY"
GERMANY,TRIER,ETO,2937.0,10/14/1941,9/20/1944,85,"TRIER, GERMANY"
GERMANY,TRIPTIS,ETO,377.0,11/25/1944,5/28/1944,11,"TRIPTIS, GERMANY"
GERMANY,TROISDORF,ETO,243.0,12/28/1944,4/17/1941,8,"TROISDORF, GERMANY"
GERMANY,TUBINGEN,ETO,551.0,1/15/1945,7/21/1944,19,"TUBINGEN, GERMANY"
GERMANY,TUCHEIM,ETO,60.0,2/3/1945,2/3/1945,2,"TUCHEIM, GERMANY"
GERMANY,TURKISMUHLE,ETO,42.0,2/22/1945,3/15/1945,10,"TURKISMUHLE, GERMANY"
GERMANY,TUTOW,ETO,3979.0,10/29/1940,5/29/1944,111,"TUTOW, GERMANY"
GERMANY,TUTTLINGEN,ETO,110.0,3/4/1945,4/15/1945,8,"TUTTLINGEN, GERMANY"
GERMANY,UBACH,ETO,252.0,10/2/1944,10/2/1944,12,"UBACH, GERMANY"
GERMANY,UFFENHEIM,ETO,114.0,4/4/1945,4/4/1945,3,"UFFENHEIM, GERMANY"
GERMANY,ULM,ETO,10249.0,10/3/1944,9/13/1944,235,"ULM, GERMANY"
GERMANY,ULMEN,ETO,18.0,1/1/1945,1/13/1945,6,"ULMEN, GERMANY"
GERMANY,ULZEN,ETO,278.0,2/22/1945,6/21/1944,15,"ULZEN, GERMANY"
GERMANY,UNIDENTIFIED,ETO,4603.0,1/30/1944,9/9/1944,1316,"UNIDENTIFIED, GERMANY"
GERMANY,UNKNOWN,ETO,2558.0,1/15/1943,9/9/1944,183,"UNKNOWN, GERMANY"
GERMANY,UNNA,ETO,1482.0,2/16/1945,3/5/1945,63,"UNNA, GERMANY"
GERMANY,UNTERLUSS,ETO,450.0,4/4/1945,4/4/1945,12,"UNTERLUSS, GERMANY"
GERMANY,URACH,ETO,42.0,1/15/1945,1/15/1945,4,"URACH, GERMANY"
